"","CASEID","comment_text","Freedom.and.Rights","E.plurabus.Unum","representation.of.the.people","popular.will.and.equality","National.identity.and.heritage","Not.a.democracy.a.Republic","flawed.democracy","Institution.and.constitution","unclassified.other","Don.t.know","nothing.disaffected","Nothing.more.to.add","NA."
"651",2058117845,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"652",2058992815,"A type of government that is elected.",0,0,0,1,0,0,0,0,0,0,0,0,0
"653",2058838721,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"654",2058301689,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"655",2058329057,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"656",2059352099,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"657",2059442707,"By the people, for the people",0,0,0,1,0,0,0,0,0,0,0,0,0
"658",2058234395,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"659",2058390293,"A system of government elected by the people",0,0,0,1,0,0,0,0,0,0,0,0,0
"660",2058444759,"Freedom of expression",1,0,0,0,0,0,0,0,0,0,0,0,0
"661",2058623559,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"662",2057007319,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"663",2057101191,"Being able to have rules that allow you to live in a relatively peaceful society",0,0,0,0,0,0,0,1,0,0,0,0,0
"664",2057656945,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"665",2058790261,"Freedom of choice",0,0,0,1,0,0,0,0,0,0,0,0,0
"666",2058302143,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"667",2058278645,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"668",2057003307,"Multiple elected officials making decisions vs. One person making all decisions",0,0,0,0,0,0,0,1,0,0,0,0,0
"669",2052853821,"People getting to choose how runs the government",0,0,0,1,0,0,0,0,0,0,0,0,0
"670",2057498413,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"671",2058396767,"have rights and duties of citizenship",1,0,0,0,0,0,0,0,0,0,0,0,0
"672",2058794427,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"673",2057144859,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"674",2058233917,"The abilty to vote for who you want in charge",0,0,0,1,0,0,0,0,0,0,0,0,0
"675",2057439665,"A government in which the people have a voice; where they choose their leaders via election, and where they have the ability to vote for significant legislation (either per capita or via representative)",0,0,0,1,0,0,0,0,0,0,0,0,0
"676",2058687267,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"677",2058037441,"Everything",0,0,0,0,0,0,0,0,1,0,0,0,0
"678",2057443429,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"679",2057497431,"Democracy means that political power stems ultimately from the consent of the population.",0,0,0,1,0,0,0,0,0,0,0,0,0
"680",2057574959,"Freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"681",2061684191,"Democracy means the right to elect our leaders and for the majority to determine the future of our government. It�s free and fair elections as we have now.",0,0,0,1,0,0,0,0,0,0,0,0,0
"682",2054586465,"Not sure",0,0,0,0,0,0,0,0,0,1,0,0,0
"683",2057497783,"Nothing special.",0,0,0,0,0,0,0,0,0,0,1,0,0
"684",2058252519,"It is a way for the people to have a say in their government",0,0,0,1,0,0,0,0,0,0,0,0,0
"685",2058085449,"Fair treatment for all without fear of reprisal. Being represented in government (even though it doesn't always seem that way).",1,0,1,0,0,0,1,0,0,0,0,0,0
"686",2059444645,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"687",2059430193,"Rights and responsibilities shared equally by all citizens under rule of constitutional law.",1,0,0,0,0,0,0,0,0,0,0,0,0
"688",2058042219,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"689",2058465219,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"690",2058328537,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"691",2057497965,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"692",2058252501,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"693",2058390327,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"694",2058375095,"It is a good system that facilitates the country's affairs for the better",0,0,0,0,0,0,0,0,1,0,0,0,0
"695",2058277687,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"696",2058706563,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"697",2058253257,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"698",2057497801,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"699",2057721577,"Freedom, equality.",1,0,0,1,0,0,0,0,0,0,0,0,0
"700",2059352111,"Democracy helps citizens to choose their leaders to run the government by free and fair elections.",0,0,0,1,0,0,0,0,0,0,0,0,0
"701",2059208243,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"702",2058807413,"Democracy means the genre public�s voice is heard through votes.",0,0,0,1,0,0,0,0,0,0,0,0,0
"703",2059352115,"a system of government by the whole population",0,0,0,1,0,0,0,0,0,0,0,0,0
"704",2058639221,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"705",2058403933,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"706",2057498297,"It means having the right to speak your mind and say how you feel.",1,0,0,0,0,0,0,0,0,0,0,0,0
"707",2058755813,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"708",2059352121,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"709",2058624875,"freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"710",2058686389,"Freedom of choice, pursuit of happiness, freedom of speech, freedom from oppression",1,0,0,1,0,0,0,0,0,0,0,0,0
"711",2056287987,"Freedom to choose",0,0,0,1,0,0,0,0,0,0,0,0,0
"712",2058756701,"Doing what the majority wants to do. Everyone gets a say.",0,0,0,1,0,0,0,0,0,0,0,0,0
"713",2061195891,"Fairness",1,0,0,0,0,0,0,0,0,0,0,0,0
"714",2057872095,"By the people, for the people. No one person, group, religion, etc is in charge or makes laws.",0,0,0,1,0,0,0,0,0,0,0,0,0
"715",2060652831,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"716",2059404289,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"717",2059441425,"people working together",0,1,0,0,0,0,0,0,0,0,0,0,0
"718",2059352129,"Freedom to elect the representatives that we want and every voter gets a vote.",0,0,0,1,0,0,0,0,0,0,0,0,0
"719",2059444805,"The World",0,0,0,0,0,0,0,0,1,0,0,0,0
"720",2058350915,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"721",2059352133,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"722",2057337191,"Democracy means the Democrats cheat every election, especially in the 2020 general election.",0,0,0,0,0,0,1,0,0,0,0,0,0
"723",2058872831,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"724",2058278653,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"725",2059085447,"Freedom, being treated equally with the respect we deserve.",1,0,0,0,0,0,0,0,0,0,0,0,0
"726",2058798587,"Freedom of speech,religion. Vote for your choice to oversee the county,state,city.",1,0,0,1,0,0,0,0,0,0,0,0,0
"727",2061233327,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"728",2059111637,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"729",2058706445,"freedom, voting, govt",1,0,0,1,0,0,0,0,0,0,0,0,0
"730",2058253027,"Government Of the people, By the people, and FOR the people. Government through elected officials",0,0,0,1,0,0,0,0,0,0,0,0,0
"731",2059352137,"The Majority governs.",0,0,0,1,0,0,0,0,0,0,0,0,0
"732",2058488031,"The word democracy most often refers to a form of government in which people choose leaders by voting.",0,0,0,1,0,0,0,0,0,0,0,0,0
"733",2059352139,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"734",2059352141,"No comment",0,0,0,0,0,0,0,0,1,0,0,0,0
"735",2059352143,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"736",2058325941,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"737",2056159255,"the present time",0,0,0,0,0,0,0,0,1,0,0,0,0
"738",2058588649,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"739",2059425437,"freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"740",2059352145,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"741",2058823431,"Freedom to vote for who you want.",0,0,0,1,0,0,0,0,0,0,0,0,0
"742",2059446293,"The freedom to vote and exercise constitutional rights",1,0,0,1,0,0,0,0,0,0,0,0,0
"743",2058571029,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"744",2058745419,"Win majority of the votes from immigrants",0,0,0,0,0,0,0,0,1,0,0,0,0
"745",2057498195,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"746",2058800957,"Politics",0,0,0,0,0,0,0,0,1,0,0,0,0
"747",2058872449,"Choice",0,0,0,1,0,0,0,0,0,0,0,0,0
"748",2057498343,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"749",2058584953,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"750",2058658649,"People voicing their opinions and the government listening to it when it is effective.",0,0,0,1,0,0,0,0,0,0,0,0,0
"751",2058807075,"A non controlling govt, freedom to speak, have my own religious beliefs, ability to own things. But there should still be laws in place snd those guilty should be punished and not given a slap on the wrist, it seems lately the most violent criminals are right back on the street being arrested over and over for the same acts of violence.",1,0,0,0,0,0,1,0,0,0,0,0,0
"752",2059352151,"We don't live in a true democracy. True democracy's fail because mobs of people do stupid things. We live in an representative republic.",0,0,0,0,0,1,0,0,0,0,0,0,0
"753",2058301575,"Citizens vote gif their representatives who govern",0,0,0,1,0,0,0,0,0,0,0,0,0
"754",2058309373,"Of the majority of people",0,0,0,1,0,0,0,0,0,0,0,0,0
"755",2056970201,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"756",2058252629,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"757",2060827145,"Liberal",0,0,0,0,0,0,0,0,1,0,0,0,0
"758",2059352155,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"759",2057008291,"Certainly not what I thought it did. As time progresses it seems to be a power takeover to obtain control",0,0,0,0,0,0,1,0,0,0,0,0,0
"760",2058008143,"Freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"761",2058419237,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"762",2052620671,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"763",2058386921,"Power means the power of the people, a way of government that depends on the will of the people",0,0,0,1,0,0,0,0,0,0,0,0,0
"764",2058645877,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"765",2057101467,"Populism",0,0,0,1,0,0,0,0,0,0,0,0,0
"766",2060071377,"Freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"767",2058824083,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"768",2058680951,"The rule of the people... ALL the people, not just the richest or malest or whitest, ALL.",0,0,0,1,0,0,0,0,0,0,0,0,0
"769",2058293389,"Government decides issues instead of the people",0,0,0,1,0,0,0,0,0,0,0,0,0
"770",2061665467,"freedom, choice and equality",1,0,0,1,0,0,0,0,0,0,0,0,0
"771",2057498101,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"772",2058737481,"Nothing",0,0,0,0,0,0,0,0,0,0,1,0,0
"773",2058040685,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"774",2060798743,"Democracy means having choices in laws and in life",1,0,0,0,0,0,0,0,0,0,0,0,0
"775",2058374457,"I don�t know",0,0,0,0,0,0,0,0,0,1,0,0,0
"776",2052161747,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"777",2060663715,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"778",2057935603,"freedom to associate, assemble and live my life as I see fit.",1,0,0,0,0,0,0,0,0,0,0,0,0
"779",2058041863,"Representation in government. No Royalty or autocracy or dictatorship. Freedom.",1,0,1,0,0,0,0,1,0,0,0,0,0
"780",2058309135,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"781",2058791569,"People having a voice.",0,0,0,1,0,0,0,0,0,0,0,0,0
"782",2059352163,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"783",2059352165,"It means freedom from persecution and freedom from crucifixion.",1,0,0,0,0,0,0,0,0,0,0,0,0
"784",2059111933,"equality, free speech and fair chances for every body",1,0,0,1,0,0,0,0,0,0,0,0,0
"785",2058263419,"Democracy is the system whereby leaders are voted in through vote casting.",0,0,0,1,0,0,0,0,0,0,0,0,0
"786",2058277601,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"787",2058688423,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"788",2058791291,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"789",2061675293,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"790",2057073989,"equality for all",0,0,0,1,0,0,0,0,0,0,0,0,0
"791",2058823475,"Government based on the will of the people",0,0,0,1,0,0,0,0,0,0,0,0,0
"792",2059328461,"freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"793",2058397499,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"794",2058368391,"the freedom to choose and have a voice about what goes on in our country",0,0,0,1,0,0,0,0,0,0,0,0,0
"795",2060858293,"Democracy to me is the people voicing their views by marked ballots, fairly and justly counted with no interference or tampering with intent of selecting a leader/administration that represents the majority views, beliefs, and morals of the people to lead the people and its country of which they live within, without bias or personal infringement of any rights of any said demographic. Holding all accountable and allowing everyone to be privy to the same constitutional right not encumbered in any way.",0,0,0,1,0,0,0,0,0,0,0,0,0
"796",2058488995,"democracy is something very important to us the people, the democracy care about our right, care about the personality",0,0,0,0,0,0,0,0,1,0,0,0,0
"797",2057101211,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"798",2058736875,"Es el acto de concretar un hecho en base a la opinion mayoritaria, actuando siempre con respecto",0,0,0,0,0,0,0,0,1,0,0,0,0
"799",2058705353,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"800",2059352177,"Rights and Choice",1,0,0,0,0,0,0,0,0,0,0,0,0
"801",2060834033,"Fair treatment of all Americans",0,0,0,1,0,0,0,0,0,0,0,0,0
"802",2058807919,"everyone�s voice is heard and considered",0,0,0,1,0,0,0,0,0,0,0,0,0
"803",2058847999,"Representative people",0,0,1,0,0,0,0,0,0,0,0,0,0
"804",2058855861,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"805",2058782665,"Power",0,0,0,0,0,0,0,0,1,0,0,0,0
"806",2058679607,"It means Americans have the day but we don�t.",0,0,0,0,0,0,0,0,1,0,0,0,0
"807",2057838193,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"808",2059352179,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"809",2057497359,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"810",2059325049,"To me, democracy means power to the people, giving the citizens a chance to state their opinion for what they want from their government",0,0,0,1,0,0,0,0,0,0,0,0,0
"811",2060858941,"The people of a nation have a voice.",0,0,0,1,0,0,0,0,0,0,0,0,0
"812",2058295325,"Majority rule rather than minoritarian rule.",0,0,0,1,0,0,0,0,0,0,0,0,0
"813",2058738129,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"814",2059127757,"Freedom to live and work and be happy",1,0,0,0,0,0,0,0,0,0,0,0,0
"815",2059403963,"Freedom to speak and act responsibly",1,0,0,0,0,0,0,0,0,0,0,0,0
"816",2058556507,"An equal voice in governance of a population.",0,0,0,1,0,0,0,0,0,0,0,0,0
"817",2058362175,"Like Democratic and braver them",0,0,0,0,0,0,0,0,1,0,0,0,0
"818",2056781407,"that every person has the right to vote and has a voice in how the country is run.",0,0,0,1,0,0,0,0,0,0,0,0,0
"819",2058271815,"Freedom of expression",1,0,0,0,0,0,0,0,0,0,0,0,0
"820",2057101021,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"821",2059121649,"Following the laws.",0,0,0,0,0,0,0,0,1,0,0,0,0
"822",2058465951,"Democracy to me means� being able to come together and share ideas and listen to one another",0,1,0,1,0,0,0,0,0,0,0,0,0
"823",2058389999,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"824",2058271917,"Equality before the law",0,0,0,1,0,0,0,0,0,0,0,0,0
"825",2061693979,"Equal representation",0,0,0,1,0,0,0,0,0,0,0,0,0
"826",2059352189,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"827",2058732671,"Peoples rule",0,0,0,1,0,0,0,0,0,0,0,0,0
"828",2058352029,"That the people are involved and are responsible for taking an active role in government.",0,0,0,1,0,0,0,0,0,0,0,0,0
"829",2058518691,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"830",2057101533,"The ability of the citizens of a country to choose by majority consensus, their political leaders and other governmental roles.",0,0,0,1,0,0,0,0,0,0,0,0,0
"831",2057272759,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"832",2060695993,"Supposedly everyone being treated fairly, and services distributed equitably. But not at all true",0,0,0,1,0,0,1,0,0,0,0,0,0
"833",2059352193,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"834",2058327709,"people vote for who is in charge",0,0,0,1,0,0,0,0,0,0,0,0,0
"835",2058588775,"Having a parliament",0,0,0,0,0,0,0,0,1,0,0,0,0
"836",2058042925,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"837",2058397449,"A country is governed by a body chosen by free fair and competitive elections",0,0,0,1,0,0,0,0,0,0,0,0,0
"838",2059352197,"Right to free speech whether if its right or wrong its really nothing but of an own opinion",1,0,0,0,0,0,0,0,0,0,0,0,0
"839",2058872855,"Nothing",0,0,0,0,0,0,0,0,0,0,1,0,0
"840",2058805553,"Democracy means, in the end, that a peoples' destiny is defined by those people. By a people's destiny, I mean a people's destination; a country's situation is defined by a great many factors, but the People are driving the car of national morality. For better or worse.",0,0,0,1,0,0,0,0,0,0,0,0,0
"841",2058295775,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"842",2057813909,"The ability to choose one's own leaders through voting",0,0,0,1,0,0,0,0,0,0,0,0,0
"843",2058233941,"not sure",0,0,0,0,0,0,0,0,0,1,0,0,0
"844",2058766843,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"845",2059312559,"It means that we are free under moral guidelines",1,0,0,0,0,0,0,0,0,0,0,0,0
"846",2059444871,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"847",2058616195,"Elected representatives",0,0,1,0,0,0,0,0,0,0,0,0,0
"848",2058234013,"The freedom to make decisions for myself that improve my life",1,0,0,0,0,0,0,0,0,0,0,0,0
"849",2058640465,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"850",2057239931,"Anyone has write to vote and choose the government or president",0,0,0,1,0,0,0,0,0,0,0,0,0
"851",2057376217,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"852",2058863173,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"853",2058352237,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"854",2058233951,"Everyone having equal votes and every vote mattering",0,0,0,1,0,0,0,0,0,0,0,0,0
"855",2057101613,"Be able to believe and practice beliefs without punishment from our government",1,0,0,0,0,0,0,0,0,0,0,0,0
"856",2061667933,"Freedom, religious freedom, freedom of speech, capitalism",1,0,0,0,0,0,0,0,0,0,0,0,0
"857",2058616019,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"858",2058334693,"being able to have choices.",1,0,0,0,0,0,0,0,0,0,0,0,0
"859",2058680159,"A decentralized state where power is divided, and the citizens have a lot of freedom.",1,0,0,0,0,0,0,1,0,0,0,0,0
"860",2058278527,"Government of the people",0,0,0,1,0,0,0,0,0,0,0,0,0
"861",2058653357,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"862",2058233779,"A system of governance where individuals have a say in the governing system.",0,0,0,1,0,0,0,0,0,0,0,0,0
"863",2058571677,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"864",2059035867,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"865",2057840389,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"866",2059352205,"The government of the people for the people and by the people",0,0,0,1,0,0,0,0,0,0,0,0,0
"867",2058948629,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"868",2059067635,"It allows the people to have power and say in their lives",0,0,0,1,0,0,0,0,0,0,0,0,0
"869",2058855443,"It is a ruling system for the people and by the people",0,0,0,1,0,0,0,0,0,0,0,0,0
"870",2058151025,"Freedom, Small Government.",1,0,0,0,0,0,0,0,0,0,0,0,0
"871",2058351513,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"872",2058352705,"All people have the same rights and duties",1,0,0,0,0,0,0,0,0,0,0,0,0
"873",2059352207,"It means freedom and liberty",1,0,0,0,0,0,0,0,0,0,0,0,0
"874",2058764251,"Lies and shifty",0,0,0,0,0,0,0,0,1,0,0,0,0
"875",2056235015,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"876",2058259717,"Democracy means the majority must carry the vote",0,0,0,1,0,0,0,0,0,0,0,0,0
"877",2058352683,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"878",2058326257,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"879",2058388705,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"880",2057347009,"Everything",0,0,0,0,0,0,0,0,1,0,0,0,0
"881",2058443199,"Freedom to choose officials to represent me.",0,0,0,1,0,0,0,0,0,0,0,0,0
"882",2059352209,"It is the tyranny of the majority",0,0,0,1,0,0,1,0,0,0,0,0,0
"883",2058588393,"free reign",1,0,0,0,0,0,0,0,0,0,0,0,0
"884",2057040181,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"885",2058464719,"The power of the government came and is selected by eligible members of the population they govern.",0,0,0,1,0,0,0,0,0,0,0,0,0
"886",2057074125,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"887",2058443103,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"888",2058154725,"It means that I count and my voice is heard",0,0,0,1,0,0,0,0,0,0,0,0,0
"889",2058373697,"The government attending to the people's needs.",0,0,0,1,0,0,0,0,0,0,0,0,0
"890",2058326413,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"891",2060294519,"The meaning of democracy to me is a government being able to compromise in order to make the right decisions that impact the people of the country the most.",0,0,0,1,0,0,0,0,0,0,0,0,0
"892",2058252455,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"893",2058656417,"It means freedom to chose",0,0,0,1,0,0,0,0,0,0,0,0,0
"894",2058698807,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"895",2058624533,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"896",2058658905,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"897",2057374075,"Being able to live freely without fear of persecution",1,0,0,0,0,0,0,0,0,0,0,0,0
"898",2058436321,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"899",2058839115,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"900",2059352215,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"901",2061677189,"True democracy represents the interests of its people",0,0,1,0,0,0,1,0,0,0,0,0,0
"902",2057376419,"Free country",1,0,0,0,0,0,0,0,0,0,0,0,0
"903",2058115517,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"904",2058301893,"All groups coming together and voting on a compromised solution that tries to proportionately serve everyone",0,1,0,1,0,0,0,0,0,0,0,0,0
"905",2058419577,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"906",2058588979,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"907",2058259135,"promoting human rights, development, and peace and security",1,0,0,0,0,0,0,0,0,0,0,0,0
"908",2058639549,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"909",2058466613,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"910",2058725673,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"911",2058396123,"Everyone has a voice",0,0,0,1,0,0,0,0,0,0,0,0,0
"912",2058301623,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"913",2058699763,"Free liberty",1,0,0,0,0,0,0,0,0,0,0,0,0
"914",2061693853,"Freedom to let your voice be heard.",0,0,0,1,0,0,0,0,0,0,0,0,0
"915",2058624259,"The freedom to vote and choose who represents what you value",0,0,0,1,0,0,0,0,0,0,0,0,0
"916",2058738221,"People get a say in who gets to make laws and what the laws are.",0,0,1,1,0,0,0,0,0,0,0,0,0
"917",2058085175,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"918",2058042949,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"919",2058419129,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"920",2054412927,"freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"921",2058413603,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"922",2058823593,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"923",2057498405,"Determined by all people",0,0,0,1,0,0,0,0,0,0,0,0,0
"924",2058254221,"We consider everyone�s feelings and allow the majority to rule.",0,0,0,1,0,0,0,0,0,0,0,0,0
"925",2059352229,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"926",2059631417,"Choice",0,0,0,1,0,0,0,0,0,0,0,0,0
"927",2060891945,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"928",2056933095,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"929",2058736039,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"930",2058125211,"Being able to vote for what is best",0,0,0,1,0,0,0,0,0,0,0,0,0
"931",2057004949,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"932",2057377679,"Freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
"933",2058589477,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"934",2058784099,"True representation at all levels of government. Transparency. Hasn�t been in place for some time unfortunately.",0,0,1,0,0,0,1,0,0,0,0,0,0
"935",2059352233,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"936",2058639599,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"937",2057498125,"Freedom of speech & great choice",1,0,0,0,0,0,0,0,0,0,0,0,0
"938",2059352239,"Freedom for all citizens despite background or current status.",1,0,0,0,0,0,0,0,0,0,0,0,0
"939",2058738735,"Life, liberty, and the pursuit of happiness.",1,0,0,0,0,0,0,0,0,0,0,0,0
"940",2059442393,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"941",2058766911,"Freedom with the partial control of a bunch of old guys",1,0,0,0,0,0,1,0,0,0,0,0,0
"942",2058823365,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"943",2058588481,"Government of the people",0,0,0,1,0,0,0,0,0,0,0,0,0
"944",2061680839,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"945",2058757253,"__NA__",0,0,0,0,0,0,0,0,0,0,0,0,1
"946",2057896377,"of the people, by the people, for the people",0,0,0,1,0,0,0,0,0,0,0,0,0
"947",2061683137,"Give people freedom to speak what they want",1,0,0,0,0,0,0,0,0,0,0,0,0
"948",2057531255,"Freedom",1,0,0,0,0,0,0,0,0,0,0,0,0
